,Unnamed: 0,latitude,longitude,Easting,Northing,Elevation,Gravity,Param_5,Param_6,Relative_Error,Flag,Gravity_mGal,topo_free_disturbance,height_ell,Station ID
188,188,28.23488529,-16.63628899,339454,3124307,2180.57,36628,20,6560,2.2,0,36.628,51.522657760328606,2228.835,GRA_188
189,189,28.23208344,-16.63663347,339416,3123997,2166.19,37472,20,6270,2.2,0,37.472,52.36253557003061,2214.442,GRA_189
190,190,28.17534914,-16.64067798,338934,3117716,1694.63,44510,20,6049,2.2,0,44.51,59.21848176334851,1742.292,GRA_190
191,191,28.16946965,-16.632726,339706,3117054,1624.67,39097,20,5920,2.2,0,39.097,53.77449132591419,1672.232,GRA_191
192,192,28.17237214,-16.62391968,340575,3117364,1678.29,37925,20,5797,2.2,0,37.925,52.60668059377453,1725.865,GRA_192
193,193,28.17518442,-16.62117152,340849,3117672,1685.16,39595,20,6731,2.2,0,39.595,54.2871661065445,1732.769,GRA_193
194,194,28.16969663,-16.61969351,340986,3117062,1673.63,34472,20,5563,2.2,0,34.472,49.13610513041811,1721.148,GRA_194
195,195,28.17435102,-16.61379535,341572,3117570,1744.35,35632,20,5668,2.2,0,35.632,50.31036430003496,1791.914,GRA_195
196,196,28.26997617,-16.64063744,339080,3128201,3547.89,13164,20,31379,2.2,0,13.164,28.063505946959754,3596.171,GRA_196
197,197,28.26984287,-16.64496776,338655,3128192,3503.3,13361,20,29602,2.2,0,13.361,28.258298088410385,3551.574,GRA_197
198,198,28.2685958,-16.64809845,338346,3128058,3397.8,16148,20,25991,2.2,0,16.148,31.04540633753654,3446.074,GRA_198
199,199,28.26635353,-16.65142777,338016,3127814,3292.28,18697,20,23271,2.2,0,18.697,33.59526609893932,3340.557,GRA_199
200,200,28.26578825,-16.6548848,337676,3127756,3191.48,22268,20,20772,2.2,0,22.268,37.16391496491777,3239.749,GRA_200
201,201,28.26205298,-16.66149331,337022,3127351,3054.31,25988,20,17828,2.2,0,25.988,40.88040360289092,3102.568,GRA_201
202,202,28.2565077,-16.67218073,335965,3126751,2885.18,27906,20,17232,2.2,0,27.906,42.7890800502639,2933.408,GRA_202
203,203,28.25350989,-16.67819827,335370,3126427,2639.5,31085,20,13413,2.2,0,31.085,45.96133981145854,2687.706,GRA_203
204,204,28.2506797,-16.68597109,334603,3126124,2355.64,39423,20,9548,2.2,0,39.423,54.289191950962405,2403.813,GRA_204
205,205,28.27981376,-16.61485268,341624,3129257,2567.75,21549,20,12790,2.2,0,21.549,36.43994742804455,2616.003,GRA_205
206,206,28.28337247,-16.61765907,341354,3129655,2575.92,21866,20,13896,2.2,0,21.866,36.75258498352129,2624.159,GRA_206
207,207,28.28751593,-16.62061725,341070,3130118,2535.03,21143,20,14499,2.2,0,21.143,36.01888073057619,2583.234,GRA_207
208,208,28.28957356,-16.62290168,340849,3130349,2499.41,20545,20,14465,2.2,0,20.545,35.41525630850623,2547.596,GRA_208
209,209,28.29244214,-16.61921345,341215,3130662,2300.42,20658,20,10601,2.2,0,20.658,35.522208917090644,2348.587,GRA_209
210,210,28.29477642,-16.61643463,341491,3130917,2240.13,21755,20,9277,2.2,0,21.755,36.61433552782013,2288.281,GRA_210
211,211,28.29761572,-16.61368369,341765,3131228,2177.4,23481,20,8344,2.2,0,23.481,38.333879453039486,2225.53,GRA_211
212,212,28.30057101,-16.60721252,342404,3131547,2108.42,25232,20,7176,2.2,0,25.232,40.07854754951076,2156.529,GRA_212
213,213,28.30040225,-16.60083697,343029,3131520,2117.47,26404,20,6803,2.2,0,26.404,41.252332328692056,2165.585,GRA_213
214,214,28.30022625,-16.5958277,343520,3131494,2136.4,26999,20,6730,2.2,0,26.999,41.84732616662633,2184.515,GRA_214
215,215,28.21681328,-16.62147394,340881,3122285,2225.57,38884,20,7638,2.2,0,38.884,53.73681983726526,2273.7,GRA_215
216,216,28.21353751,-16.6191626,341103,3121919,2420.93,37356,20,10311,2.2,0,37.356,52.19696247328212,2469.021,GRA_216
217,217,28.2105006,-16.61878058,341136,3121582,2326.47,38276,20,9183,2.2,0,38.276,53.10674468753383,2374.528,GRA_217
218,218,28.21427844,-16.61527156,341486,3121996,2544.51,33479,20,13207,2.2,0,33.479,48.31902675712611,2592.598,GRA_218
219,219,28.21678089,-16.61199785,341811,3122269,2718.38,31924,20,18651,2.2,0,31.924,46.76804006883299,2766.481,GRA_219
220,220,28.21134859,-16.61422901,341584,3121670,2604.99,33355,20,14580,2.2,0,33.355,48.18380365044632,2653.042,GRA_220
221,221,28.20755523,-16.61217513,341780,3121247,2528.23,32874,20,13338,2.2,0,32.874,47.68718817186471,2576.231,GRA_221
222,222,28.21649715,-16.60773467,342229,3122232,2612.35,32869,20,14405,2.2,0,32.869,47.70667298319587,2660.431,GRA_222
223,223,28.21767533,-16.60116008,342876,3122354,2393.16,35888,20,9997,2.2,0,35.888,50.72014831172119,2441.223,GRA_223
224,224,28.2927012,-16.73407393,329950,3130847,1663.12,21369,20,5227,2.2,0,21.369,36.073888565133984,1710.77,GRA_224
225,225,28.29467773,-16.73050682,330303,3131061,1684.59,21863,20,5293,2.2,0,21.863,36.57178525610517,1732.253,GRA_225
226,226,28.29007832,-16.7295454,330390,3130550,1724.31,24774,20,5457,2.2,0,24.774,39.49649348855385,1772.017,GRA_226
227,227,28.28687539,-16.72591512,330741,3130190,1777.82,25298,20,5660,2.2,0,25.298,40.03759764130987,1825.583,GRA_227
228,228,28.28504274,-16.72096137,331224,3129980,1830.69,28635,20,5859,2.2,0,28.635,43.39196418642067,1878.509,GRA_228
229,229,28.257669,-16.69730302,333502,3126914,2215.91,37418,20,8160,2.2,0,37.418,52.260497907136426,2264.006,GRA_229
230,230,28.2557626,-16.70038146,333197,3126707,2185.17,37566,20,7873,2.2,0,37.566,52.403521779932085,2233.25,GRA_230
231,231,28.25426636,-16.70385362,332854,3126546,2129.03,37492,20,7705,2.2,0,37.492,52.321718044648456,2177.085,GRA_231
232,232,28.25108812,-16.70542358,332695,3126196,2065.97,40501,20,7159,2.2,0,40.501,55.328115987057615,2114.016,GRA_232
233,233,28.15796024,-16.63746976,339223,3115785,1396.29,33868,100,4487,2.2,0,33.868,48.48745331382869,1443.663,GRA_233
234,234,28.30239113,-16.51513946,351436,3131632,2281.61,18478,100,9214,2.2,0,18.478,33.20919300786694,2329.346,GRA_234
235,235,28.27703307,-16.51327155,351584,3128820,2120.43,19268,100,8194,2.2,0,19.268,33.99180718651205,2168.142,GRA_235
236,236,28.24677294,-16.52936521,349963,3125487,1940.66,18650,100,7201,2.2,0,18.65,33.38110033823706,1988.395,GRA_236
237,237,28.23183728,-16.54292969,348611,3123849,1865.69,16448,100,7004,2.2,0,16.448,31.18113808994201,1913.432,GRA_237
238,238,28.21860555,-16.5533667,347568,3122396,1713.39,21630,100,6476,2.2,0,21.63,36.35332950658587,1761.1,GRA_238
239,239,28.2003669,-16.56434971,346464,3120389,1560.24,16245,100,6526,2.2,0,16.245,30.928931491774755,1607.822,GRA_239
240,240,28.18313283,-16.57658649,345238,3118495,1564.34,24280,100,5873,2.2,0,24.28,38.92184470325691,1611.786,GRA_240
241,241,28.17231674,-16.60180806,342746,3117329,1696.99,30216,100,5666,2.2,0,30.216,44.86459488043702,1744.458,GRA_241
242,242,28.27409916,-16.76873752,326520,3128835,1397.63,21312,100,4334,2.2,0,21.312,35.93688789767904,1445.021,GRA_242
243,243,28.33699821,-16.60622028,342555,3135582,1585.69,11518,100,7056,2.2,0,11.518,26.21859690522817,1633.326,GRA_243
244,244,28.33939843,-16.63812273,339431,3135890,1224.15,12580,100,5106,2.2,0,12.58,27.241293354236056,1271.659,GRA_244
245,245,28.3278058,-16.67199014,336093,3134651,1153.07,11409,100,5426,2.2,0,11.409,26.093055716551618,1200.653,GRA_245
246,246,28.32313714,-16.69198825,334125,3134161,1290.4,12789,100,5839,2.2,0,12.789,27.46644776598849,1337.961,GRA_246
247,247,28.32099542,-16.75788723,327660,3134016,1200.06,10157,100,4185,2.2,0,10.157,24.71191286938505,1247.224,GRA_247
248,248,28.30402072,-16.75785277,327636,3132135,1368.34,10805,100,4143,2.2,0,10.805,25.415586036031375,1415.685,GRA_248
249,249,28.23655909,-16.6464644,338458,3124506,2268.67,36578,100,7846,2.2,0,36.578,51.47367807657428,2316.939,GRA_249
250,250,28.26853005,-16.69913669,333339,3128120,2173.84,33321,100,8059,2.2,0,33.321,48.153735340791634,2221.905,GRA_250
251,251,28.41677182,-16.54910435,348268,3144348,14.8,-6367,100,2577,2.2,0,-6.367,7.921055260982825,61.1,GRA_251
252,252,28.41982398,-16.50632431,352463,3144633,282.1,-5949,100,4383,2.2,0,-5.949,8.33934944211972,328.401,GRA_252
253,253,28.40593601,-16.51188462,351899,3143101,233.5,-2946,100,3997,2.2,0,-2.946,11.414974696469072,280.036,GRA_253
254,254,28.44843114,-16.47521751,355549,3147765,278.1,-12062,100,3369,2.2,0,-12.062,2.0828851263900976,323.936,GRA_254
255,255,28.43205804,-16.49521584,353568,3145975,264.3,-9476,100,3084,2.2,0,-9.476,4.749618140715061,310.397,GRA_255
256,256,28.372604,-16.85076978,318640,3139871,119.3,7426,100,1604,2.2,0,7.426,21.51384845771404,164.951,GRA_256
257,257,28.36538566,-16.81716036,321922,3139021,105.6,9710,100,2955,2.2,0,9.71,23.922341915479485,151.654,GRA_257
258,258,28.32482362,-16.8418845,319430,3134563,690.0,13967,100,3219,2.2,0,13.967,28.24477176886854,736.266,GRA_258
259,259,28.32732248,-16.80549769,323002,3134786,1003.0,23219,100,3482,2.2,0,23.219,37.6140026019268,1049.646,GRA_259
260,260,28.31149514,-16.80743287,322786,3133035,1086.5,26437,100,3698,2.2,0,26.437,40.86800207631789,1133.263,GRA_260
261,261,28.37316509,-16.76494018,327053,3139807,14.1,602,100,4517,2.2,0,0.602,14.891225316713196,60.403,GRA_261
262,262,28.37981847,-16.7174384,331719,3140477,162.1,-6808,100,3368,2.2,0,-6.808,7.521464469731013,208.534,GRA_262
263,263,28.36648963,-16.7429959,329193,3139036,438.0,-1624,100,4823,2.2,0,-1.624,12.74290519133012,484.555,GRA_263
264,264,28.36538611,-16.72688827,330770,3138891,293.2,-52,100,5346,2.2,0,-0.052,14.3484523748103,339.864,GRA_264
265,265,28.35482166,-16.78410114,325145,3137802,620.1,8787,100,3804,2.2,0,8.787,23.130396142679235,666.579,GRA_265
266,266,28.35871532,-16.76854716,326676,3138211,557.5,4898,100,4470,2.2,0,4.898,19.25718699692465,604.03,GRA_266
267,267,28.33871558,-16.79354225,324193,3136031,889.0,15805,100,3536,2.2,0,15.805,30.19514872778565,935.63,GRA_267
268,268,28.39371497,-16.65410247,337947,3141930,66.1,-12608,100,3657,2.2,0,-12.608,1.7159472734025023,112.516,GRA_268
269,269,28.39367537,-16.60995216,342273,3141867,75.8,-7134,100,7385,2.2,0,-7.134,7.237316448650738,122.369,GRA_269
270,270,28.39371692,-16.63299725,340015,3141902,110.6,-13530,100,5072,2.2,0,-13.53,0.815460704541275,157.086,GRA_270
271,271,28.38759998,-16.6752135,335869,3141281,191.5,-9408,100,3158,2.2,0,-9.408,4.9283210709399405,237.956,GRA_271
272,272,28.37815861,-16.69576905,333840,3140263,223.6,-6254,100,3328,2.2,0,-6.254,8.113528198685183,270.157,GRA_272
273,273,28.37371603,-16.65188398,338134,3139711,490.1,-4074,100,4011,2.2,0,-4.074,10.372688876637191,536.914,GRA_273
274,274,28.34370835,-16.69021288,334331,3136438,777.0,6251,100,4648,2.2,0,6.251,20.827040860142137,824.233,GRA_274
275,275,28.39593745,-16.59410587,343829,3142097,147.3,-7837,100,4169,2.2,0,-7.837,6.537007831303461,193.878,GRA_275
276,276,28.393718,-16.57465102,345732,3141826,195.8,-5150,100,3511,2.2,0,-5.15,9.254368664427025,242.477,GRA_276
277,277,28.39538349,-16.55299807,347856,3141983,202.6,-2747,100,3346,2.2,0,-2.747,11.661679109138534,249.29,GRA_277
278,278,28.3976046,-16.53299552,349819,3142204,211.0,-569,100,3488,2.2,0,-0.569,13.834358846626692,257.673,GRA_278
279,279,28.38927489,-16.5029938,352747,3141244,475.0,-4558,100,5487,2.2,0,-4.558,9.882931585961549,521.795,GRA_279
280,280,28.37843465,-16.55299596,347832,3140105,458.1,2009,100,4263,2.2,0,2.009,16.51347765801284,505.101,GRA_280
281,281,28.36593619,-16.57882184,345283,3138753,665.0,3425,100,5310,2.2,0,3.425,17.988152111459062,712.191,GRA_281
282,282,28.36177273,-16.5452134,348571,3138249,915.0,9752,100,5298,2.2,0,9.752,24.3438051710886,962.284,GRA_282
283,283,28.36093258,-16.50576735,352436,3138107,1070.0,16183,100,5265,2.2,0,16.183,30.745741726095478,1117.19,GRA_283
284,284,28.34899259,-16.52604306,350432,3136809,1281.1,17586,100,5733,2.2,0,17.586,32.22155657787954,1328.526,GRA_284
285,285,28.3242717,-16.53660303,349362,3134083,1625.0,22921,100,6994,2.2,0,22.921,37.65497192638887,1672.745,GRA_285
286,286,28.39732958,-16.4296516,359944,3142049,1693.0,-476,100,9189,2.2,0,-0.476,13.82743962775411,1739.349,GRA_286
287,287,28.38982517,-16.44631903,358301,3141237,1682.5,4210,100,8024,2.2,0,4.21,18.56921925270129,1729.03,GRA_287
288,288,28.35621235,-16.46854336,356078,3137539,1997.6,12648,100,13234,2.2,0,12.648,27.14824208963099,2044.587,GRA_288
289,289,28.33955754,-16.41854364,360957,3135635,461.6,-2340,100,3921,2.2,0,-2.34,11.995444529909578,508.053,GRA_289
290,290,28.32177464,-16.49243562,353689,3133752,2222.6,15299,100,11220,2.2,0,15.299,29.938602504988275,2270.039,GRA_290
291,291,28.31538176,-16.41215438,361552,3132949,286.8,-6494,100,3430,2.2,0,-6.494,7.806628128507398,333.14,GRA_291
292,292,28.36871638,-16.39688081,363118,3138841,460.0,-10634,100,4370,2.2,0,-10.634,3.6031369106826494,506.135,GRA_292
293,293,28.33538386,-16.39353735,363403,3135144,205.0,-10748,100,2530,2.2,0,-10.748,3.472709727315376,251.081,GRA_293
294,294,28.32899652,-16.37549161,365164,3134416,57.6,-14301,100,1901,2.2,0,-14.301,-0.1722324896669285,103.383,GRA_294
295,295,28.31510272,-16.39187559,363540,3132895,107.8,-14214,100,2306,2.2,0,-14.214,-0.0174018526803401,153.803,GRA_295
296,296,28.29649431,-16.81576417,321944,3131385,930.6,23736,100,3195,2.2,0,23.736,38.15996728048842,977.34,GRA_296
297,297,28.28705027,-16.80521523,322963,3130323,946.3,20850,100,3463,2.2,0,20.85,35.32520482911177,993.206,GRA_297
298,298,28.27093096,-16.80465794,322991,3128536,990.6,16792,100,3939,2.2,0,16.792,31.272635015886245,1037.524,GRA_298
299,299,28.25426783,-16.80632382,322800,3126692,786.8,12176,100,3796,2.2,0,12.176,26.634366227807504,833.651,GRA_299
300,300,28.22981762,-16.84104504,319352,3124034,6.8,-5262,100,2319,2.2,0,-5.262,8.986540068487752,52.972,GRA_300
301,301,28.21566237,-16.83604431,319819,3122458,10.0,-5365,100,2121,2.2,0,-5.365,8.864611769892917,56.11,GRA_301
302,302,28.25343536,-16.76715287,326642,3126543,1260.0,23444,100,4431,2.2,0,23.444,38.071585742783455,1307.4,GRA_302
303,303,28.23759816,-16.7940999,323972,3124827,683.5,14278,100,3643,2.2,0,14.278,28.76494588454624,730.444,GRA_303
304,304,28.22260368,-16.7868799,324656,3123155,596.3,18386,100,3795,2.2,0,18.386,32.870233928012944,643.235,GRA_304
305,305,28.22343609,-16.75465577,327820,3123201,1025.3,33725,100,4552,2.2,0,33.725,48.35437523773401,1072.706,GRA_305
306,306,28.20816084,-16.77188789,326104,3121533,597.8,24393,100,3887,2.2,0,24.393,38.903315585748274,644.82,GRA_306
307,307,28.28567009,-16.40604218,362113,3129650,475.0,-11564,100,3441,2.2,0,-11.564,2.667781247172245,521.117,GRA_307
308,308,28.26371216,-16.42771129,359959,3127242,502.0,-11375,100,3546,2.2,0,-11.375,2.9283414984780998,548.349,GRA_308
309,309,28.24843165,-16.40159871,362501,3125519,23.5,-26769,100,2792,2.2,0,-26.769,-12.643263723992805,69.274,GRA_309
310,310,28.23621428,-16.45910054,356843,3124232,700.0,416,100,3811,2.2,0,0.416,14.803875579435497,746.623,GRA_310
311,311,28.23927567,-16.44020658,358701,3124549,480.1,-15927,100,3407,2.2,0,-15.927,-1.6254182422006025,526.443,GRA_311
312,312,28.22482971,-16.42520644,360154,3122931,41.8,-30805,100,2741,2.2,0,-30.805,-16.629794908688524,87.734,GRA_312
313,313,28.22038788,-16.44937839,357776,3122467,378.0,-16348,100,3194,2.2,0,-16.348,-2.0676638420306155,424.275,GRA_313
314,314,28.20621278,-16.48437707,354322,3120938,700.0,499,100,4048,2.2,0,0.499,14.893611327525848,746.645,GRA_314
315,315,28.20677682,-16.42799267,359857,3120934,56.8,-31289,100,2389,2.2,0,-31.289,-17.167226577940276,102.561,GRA_315
316,316,28.30121614,-16.38353684,364340,3131347,61.6,-16446,100,2032,2.2,0,-16.446,-2.30663130371315,107.418,GRA_316
317,317,28.28316912,-16.38493478,364180,3129349,21.8,-18902,100,3288,2.2,0,-18.902,-4.784810109257037,67.546,GRA_317
318,318,28.26788787,-16.38771384,363888,3127659,35.8,-22378,100,2553,2.2,0,-22.378,-8.274696611167606,81.501,GRA_318
319,319,28.200929,-16.82160227,321212,3120804,82.0,-1574,100,2180,2.2,0,-1.574,12.674998960776604,128.173,GRA_319
320,320,28.18177326,-16.81660259,321671,3118674,15.3,521,100,1982,2.2,0,0.521,14.719510394300926,61.309,GRA_320
321,321,28.19648767,-16.79438038,323877,3120272,257.0,7805,100,2930,2.2,0,7.805,22.167645949280704,303.541,GRA_321
322,322,28.19371194,-16.76354127,326900,3119920,547.1,26559,100,4340,2.2,0,26.559,41.05572412420634,594.076,GRA_322
323,323,28.17760665,-16.76465188,326765,3118137,507.1,26002,100,3604,2.2,0,26.002,40.42692425729392,553.843,GRA_323
324,324,28.17260282,-16.74242923,328939,3117551,835.0,37569,100,5102,2.2,0,37.569,52.06621221769912,881.977,GRA_324
325,325,28.15982228,-16.76299551,326899,3116164,430.0,22067,100,3163,2.2,0,22.067,36.414147213006885,476.491,GRA_325
326,326,28.15677133,-16.7304931,330086,3115780,902.0,37392,100,4051,2.2,0,37.392,51.855929394354106,948.87,GRA_326
327,327,28.14871156,-16.79299256,323935,3114976,79.8,4384,100,2150,2.2,0,4.384,18.540450394755084,125.673,GRA_327
328,328,28.1437128,-16.76021676,327146,3114375,335.5,17828,100,3019,2.2,0,17.828,32.10255160740178,381.756,GRA_328
329,329,28.13592779,-16.78021671,325169,3113541,83.8,6684,100,2038,2.2,0,6.684,20.82974368485893,129.638,GRA_329
330,330,28.12926802,-16.76132439,327014,3112776,149.3,10983,100,2389,2.2,0,10.983,25.17085008372925,195.275,GRA_330
331,331,28.12705156,-16.74410446,328702,3112506,232.8,18838,100,2887,2.2,0,18.838,33.08144318871855,278.955,GRA_331
332,332,28.11149027,-16.75632118,327477,3110799,93.3,4841,100,1920,2.2,0,4.841,18.94099890384228,138.99,GRA_332
333,333,28.11038325,-16.73410414,329658,3110645,144.6,14054,100,2614,2.2,0,14.054,28.22666014241628,190.526,GRA_333
334,334,28.14205465,-16.65353875,337621,3114044,1258.0,27548,100,3817,2.2,0,27.548,42.07949091753007,1305.088,GRA_334
335,335,28.13538335,-16.68993497,334036,3113354,1030.0,29019,100,3739,2.2,0,29.019,43.472524606152646,1076.836,GRA_335
336,336,28.13288127,-16.61604448,341290,3112978,1021.0,16677,100,3809,2.2,0,16.677,31.127661754534813,1067.827,GRA_336
337,337,28.11121079,-16.64798616,338120,3110619,840.0,19858,100,4095,2.2,0,19.858,34.18728175704972,886.433,GRA_337
338,338,28.14593308,-16.54631928,348157,3114335,650.0,-667,100,3012,2.2,0,-0.667,13.679284778027368,696.488,GRA_338
339,339,28.12788206,-16.55354279,347422,3112344,533.0,-4731,100,2366,2.2,0,-4.731,9.532377610676525,579.22,GRA_339
340,340,28.10621821,-16.5791042,344880,3109976,540.0,-841,100,2226,2.2,0,-0.841,13.35731212642846,586.009,GRA_340
341,341,28.10455566,-16.55159838,347580,3109757,335.0,-11752,100,1786,2.2,0,-11.752,2.3575856449030965,380.721,GRA_341
342,342,28.19955644,-16.4604869,356658,3120172,363.0,-17918,100,3026,2.2,0,-17.918,-3.667713693602762,409.177,GRA_342
343,343,28.18288219,-16.4802146,354699,3118348,383.0,-14220,100,2718,2.2,0,-14.22,0.0484167354050324,429.236,GRA_343
344,344,28.18177809,-16.4535429,357316,3118194,215.0,-23396,100,2031,2.2,0,-23.396,-9.2584968251598,260.812,GRA_344
345,345,28.19010685,-16.42798496,359836,3119087,20.8,-30838,100,1900,2.2,0,-30.838,-16.783756217536293,66.342,GRA_345
346,346,28.16260768,-16.47048469,355627,3116090,232.0,-22353,100,1950,2.2,0,-22.353,-8.228789986514961,277.769,GRA_346
347,347,28.16371508,-16.4418822,358437,3116179,21.6,-32623,100,1514,2.2,0,-32.623,-18.62246000641404,66.968,GRA_347
348,348,28.14705245,-16.45992658,356643,3114354,67.0,-31302,100,1610,2.2,0,-31.302,-17.302626890992904,112.364,GRA_348
349,349,28.14843248,-16.42659665,359918,3114468,22.1,-36876,100,1945,2.2,0,-36.876,-23.012775163112263,67.023,GRA_349
350,350,28.13316865,-16.46271127,356351,3112819,72.3,-29069,100,1351,2.2,0,-29.069,-15.12873669577276,117.473,GRA_350
351,351,28.11927675,-16.47382242,355241,3111293,53.3,-29155,100,1257,2.2,0,-29.155,-15.243351905625136,98.38,GRA_351
352,352,28.10260402,-16.49325907,353309,3109469,46.8,-32402,100,1186,2.2,0,-32.402,-18.509299206192544,91.818,GRA_352
353,353,28.10538683,-16.47798897,354813,3109759,48.3,-33022,100,1144,2.2,0,-33.022,-19.170801154094168,93.184,GRA_353
354,354,28.09648896,-16.73021694,330018,3109100,85.1,9421,100,2089,2.2,0,9.421,23.51204130297952,130.761,GRA_354
355,355,28.08205136,-16.73075876,329942,3107501,46.6,3227,100,1647,2.2,0,3.227,17.21630383189504,91.932,GRA_355
356,356,28.06537921,-16.72742907,330243,3105649,32.8,-59,100,1186,2.2,0,-0.059,13.817246546146135,77.765,GRA_356
357,357,28.0631629,-16.7091008,332041,3105378,106.5,2978,100,1448,2.2,0,2.978,16.879959238831027,151.548,GRA_357
358,358,28.10038564,-16.68104056,334856,3109464,630.0,17413,100,2712,2.2,0,17.413,31.6447201646474,676.117,GRA_358
359,359,28.08620982,-16.66604368,336308,3107873,388.0,12993,100,2151,2.2,0,12.993,27.133517722695004,433.822,GRA_359
360,360,28.08399745,-16.61021353,341791,3107554,376.0,905,100,1919,2.2,0,0.905,15.007565221305256,421.699,GRA_360
361,361,28.0795546,-16.63938231,338918,3107100,559.0,5795,100,2334,2.2,0,5.795,19.88852362155763,604.669,GRA_361
362,362,28.0664948,-16.62271142,340537,3105631,248.0,-1450,100,1616,2.2,0,-1.45,12.532752117509329,293.31,GRA_362
363,363,28.05871286,-16.6902092,333891,3104859,152.6,1806,100,1216,2.2,0,1.806,15.7073683025711,197.647,GRA_363
364,364,28.0514961,-16.67299551,335572,3104036,134.6,132,100,1101,2.2,0,0.132,13.997001499226847,179.529,GRA_364
365,365,28.05316246,-16.65464851,337378,3104196,181.1,243,100,1137,2.2,0,0.243,14.13349514671997,226.111,GRA_365
366,366,28.05316558,-16.63631636,339180,3104172,171.1,-1822,100,1098,2.2,0,-1.822,12.06808695071765,216.11,GRA_366
367,367,28.05149567,-16.60576141,342181,3103947,126.0,-10325,100,1165,2.2,0,-10.325,3.5272926947212646,170.888,GRA_367
368,368,28.03342908,-16.64826399,337976,3102001,73.0,-8056,100,823,2.2,0,-8.056,5.683295225463207,117.521,GRA_368
369,369,28.09288513,-16.50714897,351931,3108409,80.1,-23225,100,1129,2.2,0,-23.225,-9.339382670161832,125.096,GRA_369
370,370,28.08593454,-16.52520711,350147,3107661,94.8,-23319,100,1230,2.2,0,-23.319,-9.414687214777755,139.856,GRA_370
371,371,28.07899854,-16.55853716,346862,3106934,228.1,-13967,100,1336,2.2,0,-13.967,-0.0077425454379991,273.334,GRA_371
372,372,28.07343756,-16.54188111,348491,3106297,135.5,-17630,100,1108,2.2,0,-17.63,-3.7543303400976047,180.463,GRA_372
373,373,28.06260349,-16.57243272,345473,3105135,136.6,-13327,100,1195,2.2,0,-13.327,0.5501345825100632,181.568,GRA_373
374,374,28.05538348,-16.58965334,343770,3104357,142.2,-11442,100,1169,2.2,0,-11.442,2.41684280275323,187.109,GRA_374
375,375,28.04427295,-16.53575801,349052,3103058,14.8,-24030,100,751,2.2,0,-24.03,-10.369167717978334,59.067,GRA_375
376,376,28.03232698,-16.5666014,346003,3101773,15.0,-26580,100,727,2.2,0,-26.58,-12.928775911997,59.236,GRA_376
